vedetto	fako	senci	nomi_latina	lingui	kodo	pagino	ligno	imago	drapeli
prosektoro	anat	Helpisto qua preparas, por la profesoro di medicino, la disseko-peci.				466	9	473	sen-lingui,korektita
prosenkimo	bot	Tisuo ek flori.				466	12	473	sen-lingui
prosilogismo	logiko	. Katenatra dispozeso di la silogismo, en qua la konkluzo di la unesma divenas la premiso di la duesma - e tale pluse.				466	14	473	sen-lingui
proskriptar	trans	. (En Roma, antique). Imperar la ocido (di ulu) sen formi judiciala, per nur enskribo sur afisho- texto publikigita. ¶ II. Kondamnar ad ocideso granda- quante.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	466	18	473	korektita
prospekto		Anuncilo, generale imprimura, pri verko qua bal- de publikigesos, o pri institucuro por publiko, o pri varo, e c., quan onu disdonas por atraktar la kompronti, la klienti, eventuala.DEFIRS.				466	23	473	sen-lingui
prosperar	netrans	Favoresar da fortuno, sucesar, standar plena-vigoro.		germana,angla,franca,italiana,hispana	DEFIS	466	28	473	korektita
prostato	anat	Glando situita (che la viro) ye la junto- punto di la veziko-kolo kun la uretro.		germana,angla,franca,italiana,hispana	DEFIS	466	31	473	korektita
prostatito	patol	Influro di la prostato.		germana,angla,franca,italiana,hispana	DEFIS	466	34	473	ordino-rompita
prosternar	netrans	Kushar su, kun sua ventro vers sulo, kun sua vizajo kontre sulo (od inklinar su til kande sua fronto tushas sulo) koram ulu, kom signo di respekto.		angla,franca,italiana,hispana	EFIS	466	36	473	
prostezo	gram	Adjunto di un litero, di un silabo, komence di vorto. (kom ex.: ica vice ca, en L. iscala vice scala ; en F. lierre vice ierre).		germana,angla,franca,italiana,hispana	DEFIS	466	41	473	korektita
prostitucar	trans	I. (aludante muliero). Koitar kun irgu po pekunio. II. (metaf.) Prostitucar la judicio: sakrifi- kar lu pro la expekto di pekunio, di favori, e c. Prosti- tucar sua plumo : vendar sua skribo, sua redakto, po pe- kunio, ofico, e c. Prostitucar amikeso : igar irgu sua amiko, expekte di profito.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	466	45	473	korektita
prostracar	netrans	Esar abatita extreme, mentale, spiri- tale, o korpale.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	466	52	473	korektita
protagonisto		La persono qua, en teatrajo, pleas la rolo pre- cipua. - Metaf. La persono qua +iniciativas ed agas quaze kom chefo en ta o ca afero publik-utila, homaro-bona.		germana,angla,franca,hispana	DEFS	467	2	474	
protalo	bot	Mikra lamo verda, granda admaxime quale la unglo di la orel-fingro, kreskanta surface di tero, qua re- zultas de la jermifo di la spori di filiki (o di la cetera kriptogami vaskuloza).				467	6	474	sen-lingui,korektita
protamino	kemio organika	. Proteino kontenata da la spermato- zoidi di la fishi.				467	11	474	sen-lingui
protandra	bot	Dicesas pri la flori hermafrodita che qui la stamini divenas matura ante la pistilo ed ube, konseque, la fekundigo povas eventar nur inter flori distingata.				467	14	474	sen-lingui
proteo		Homo qua pleas omna roli.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	467	18	474	korektita
protecionar	trans	(ekonomiko).Charjar la produkturi de la landi stranjera, per dogano-imposti, por (aserte) protektar la produkturi di sua propra lando, detrimente di la kompronti.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	467	20	474	korektita,ordino-rompita
proteino	biol	Nomo rezervata, prefere, por la albuminoidi sim- pla, opoze a la albuminoidi kompozura (proteidi).		germana,angla,franca,italiana,hispana	DEFIS	467	25	474	korektita
protektar	trans	I. Defensar kontre to quo minacas. ¶ II. Helpar la suceso di ulu per sua famo, sua egardeso, sua moyeni financala od altra.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	467	28	474	
protektorato	politiko	. Dependo impozata a stato, a teri- torio pozita sub la protekto di stato plu potenta, qua admi- nistras lu.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	467	32	474	
proteolitika	biol	Qua koncernas la disloko di la proteini aden grupi plu simpla, influe da la fermenti digestala o da la efiki fiziko-kemiala.				467	36	474	sen-lingui
protestar	netrans	I. Agar reklamaco formala kontre ago, kontre rezolvo quin onu deklaras nelegitima. ¶ II. (komerco). (aludante pago-mromiso, trato) Igar konstatar oficale ke lu ne esas pagita ye la pago-dato, e ke la persono qua devis pagar responsas pri omna spensi acesora e detrimenti. - DEFIRS. -- protestanto. (religio kristana).Persono qua apartenas a la religio reformita da Luther, Calvin, e c.) (antonimo : katoliko).		germana,angla,franca,italiana,rusa,hispana	DEFIRS	467	40	474	korektita
rotezo	kirurgio	. Remplasigo, per artificalajo, di organo quan onu deprenis per ablaciono.		germana,angla,franca,italiana	DEFI	467	50	474	
		+,-+-. ,- . n---- --- --- -- -,-- -, --- ---- --- +-- -- esas komuna a la du regni i animalaro e plantaro.		germana,angla,franca,italiana,hispana	DEFIS	467	53	474	sen-vedetto,korektita
protogina	biol	Floro che qua la pistilo matureskas ante la stamini. (antonimo : protandra). DEFIS.				468	2	475	sen-lingui,korektita
protokolo		I. Raporto pri la rezolvi da kongresintaro, da konferintaro diplomacala. ¶ II. Raporto per qua persono yurizita pri lo, o persono autoritatoza legale, konstatas to quon lu agis, facis, vidis od audis. ¶ III. Akto da oficiero judiciala, qua konstatas delikto o kontravenco. ¶ IV. Raporto pri to quo eventis en+seanco o+sesiono di asemblitaro.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	468	5	475	korektita
protoplasmo	biol	Substanco komplexa, pasable fluida e diafana, ye qua konsistas la korpo di la celulo vivanta, e qua kontenas parto diferenciita (nukleo) e kelka organeti: mikrosomi, leciti, vakuoli, e c.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	468	13	475	
prototipo		I.Tipo prima, segun qua onu exekutis la exempleri cetera. ¶ II. (metaf.) Modelo supera ad la ceteri.		germana,angla,franca,italiana,hispana	DEFIS	468	18	475	korektita
protozoo	zool	Animaleto quan lua organismo elementala lokizas ye la grado maxim infra en la hierarkio anima- lala.		germana,angla,franca,italiana,hispana	DEFIS	468	21	475	korektita
protuberanco		Saliajo qua aspektas quale gibo, ye la surfaco di korpo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	468	25	475	korektita
proverbo		Kurta precepto di sajeso praktikala, uzata da la turbo.		germana,angla,franca,italiana,hispana	DEFIS	468	28	475	korektita
providenco		I. (religio)La sajo dea qua guvernas omna exis- tajo. ¶ II. (religio). Deo egardata kom guvernanto di omna existajo. III. (metaf.)Helpo, susteno, konstanta. EFIRS.				468	31	475	sen-lingui,korektita
provinco		I. (en Roma, antique). Teritorio qua konquestesis exter Italia, ed administrata da guberniestro. ¶ II. Di- viduro teritoriala di stato, administrata ye la nomo di la suvereno da guverniestro partikulara. ¶ III. Kontraste kun la urbo metropola : la cetero di la lando.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	468	36	475	korektita
provizar	trans., ye ulo	. Igar havar to quo esas necesa. DEFIRS.				468	42	475	sen-lingui,korektita
provizora		I. Qua supleas dum kelka tempo por la satisfaco di bezono, varte di to quo esos definitiva. ¶ II. Qua fun- cionas en ofico, dum kelka tempo, sen havar la titulo qua inheras la ofico.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	468	45	475	korektita
provokar	trans., ad	. Ecitar a lukto, pro agar atakeme. DEFIRS.				468	50	475	sen-lingui
proxeneto		Mediacanto en la intrigi di aventuro amorala. FIS. proxim. Poke distanta (tempale, spacale, gradale) de...EFIRS				468	53	475	sen-lingui,korektita
prozo		Formo di la pens-expresuro qua ne submisesas a la mezuro ed a la ritmo di la verso.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	469	2	476	
prozelito		Nova adepto di religio.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	469	5	476	korektita,ordino-rompita
prozodio		I. (gram.) Pronunco regulkonforma di vorto, konforme a la acentizo. ¶ II. Reguli pri la quanto de silabi e la mezuro di la versi diversa.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	469	7	476	korektita
prozopopeo	retor	Figuro qua konsistas ye egardigar kom vivanta, kozin, personin mortinta od absenta.		germana,angla,franca,italiana,hispana	DEFIS	469	11	476	
pruo		Avana parto di navo, di batelo.		angla,franca,italiana,hispana	EFIS	469	14	476	korektita
pruda		Qua afektacas vertuo rigoroza.		germana,angla,franca	DEF	469	16	476	ordino-rompita
prudenta		Qua praktikas ta sajeso qua regulas la konduto ed igas posibla la evito di kulpi, di erori.		angla,franca,italiana,hispana	EFIS	469	18	476	korektita
pruinar	netrans	Kovreskar per roso konjelita, o per nebulo konjelita, lor la nokti kolda di autuno o di printempo.				469	21	476	sen-lingui
pruno	bot	Frukto kernoza, kun shelo glata.	prunus.EFI			469	25	476	sen-lingui
prunelo	bot	Pruno sovaja, nigra, di qua la saporo esas akra.	prunus spinosa	franca,italiana	FI	469	27	476	ordino-rompita
pruntar	trans., de	.I. Obtenar ke ulu prestas. ¶ II. Tirar (ulo) de kunhomo. ¶ III. Rekursar ad helpo de altru.		franca	F	469	30	476	
pruritar	netrans	Tale priklar ke divenas necesega skrapar la pelo.		angla,franca,italiana,hispana	EFIS	469	33	476	korektita
pruvar	trans	. Vidigar kom exakta, per rezono o per fakti.		germana,angla,franca,italiana,hispana	DEFIS	469	36	476	
psalmo	religio krist	Kantiko religiala.		germana,angla,italiana,franca,hispana	DEIFS	469	39	476	
psalmodiar	trans	I. (kirko). Kantar psalmi. ¶ II. (metaf.) Recitar monotone.		germana,angla,franca,italiana,hispana	DEFIS	469	41	476	korektita
psalterio	epoki antiqua	. Muzik-instrumento kordoza, quan onu pleas per plektro.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	469	44	476	
pseudo-		Prefixo qua havas kom senco "ne-exakta, ne-reala".				469	47	476	finalo-nekutima,sen-lingui
pseudonimo		Qua publikigas (o publikigesas) kun autor-nomo ne- exakta. - Pseudonimo : Nomo ne-exakta.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	469	49	476	
pseudosfero	geom	Surfaco di rotaco, produktita da la trakto- rio qua rotacas cirkum sua asimptoto.				469	52	476	sen-lingui
psiko		La koncio fenomenala, egardata kom responsiva; la studiajo di psikologio. (Ta termino esas plu generala kam "anmo".)		germana,angla,franca,italiana,rusa,hispana	DEFIRS	470	2	477	korektita
psikiatrio		Kuracado di la morbi mentala.		germana,angla,franca,italiana,rusa	DEFIR	470	6	477	korektita,ordino-rompita
psikologo		I. La persono qua su okupas pri psikologio, o kompozas verki pri psikologio. ¶ II. Autoro, persono qua diletas per analizar la standi psikala.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	470	8	477	korektita
psikologio		Ta parto di filozofio qua traktas la fakultati men- tala e la agado di psiko.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	470	12	477	korektita,ordino-rompita
psikoso	patol	Irga ek la morbi mentala.				470	15	477	sen-lingui
psikrometro		Aparato per qua onu mezuras, onu determinas, la tenseso higrometrala di atmosfero.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	470	17	477	korektita
psit		! Interjeciono uzata por atraktar la atenco da persono quan onu ne ja rajuntis, e qua avancas avan la advokanto.				470	20	477	finalo-nekutima,sen-lingui,korektita
psoaso	anat	Nomo di la muskuli qui esas sur la lateri di la vertebri lymbala.		germana,angla,franca,italiana,hispana	DEFIS	470	23	477	korektita
pterigoida		Alo-forma.				470	26	477	sen-lingui,korektita
pteropodo	zool	Klaso de moluski di qui la pedo havas du larja apendici ek muskuli, o flosi.		angla,franca,italiana,hispana	EFIS	470	28	477	korektita
ptomaino	kemio biol	Substanco alkaloida, qua naskas lor la putro da la proteini, e quan onu renkontras, do, en la kadavri.		germana,angla,franca,italiana,hispana	DEFIS	470	31	477	
pubera		La persono che qua aparis la genito-fakultato.		angla,franca,italiana,hispana	EFIS	470	35	477	korektita
pubio	anat	Osto, e parto, avana e supra, di la pelvo, pro- xim la regiono hipogastrala, qua divenas kovrata ye pi- li lor la puberesko.		angla,franca,italiana,hispana	EFIS	470	37	477	
publicano	biblo	. Recevisto di la imposti o di la censo- revenuo por la Romani (antique) e, pro lo, odiata e deses- timata lore da la Judi.		angla,franca,italiana,hispana	EFIS	470	41	477	
publicisto		Persono qua kompozas libri od artikli - od esas erudita - pri la yuri qui koncernas la relati da la guver- nistaro di stato kun la civitani di ta lando, e pri poli- tiko. - DEFIRS. +publico. (publiko). - Irgu, sen distingo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	470	45	477	korektita
publika		Uzebla, acesebla, da irgu, koram irgu (voyo, garde- no, lecioni, +seanco, diskuto - publika). DEFIRS. pudelo. (zool.) Varietato de hundo, di qua la pili esas longa e frizita.		germana,angla,rusa	DER	470	52	477	korektita
pudlar	trans	(tekn.) Rafinar gisfero per deprenar lua troa karbono, transformar lu a fero o stalo, per varmigar lua sur- faci oxidigiva.		germana,angla,franca,rusa	DEFR	471	2	478	
pudorar	netrans.(precipue pri la homini	. Shamar pri to quo koncernas sexuo.		angla,franca,italiana,hispana	EFIS	471	6	478	korektita
pudro		Amilo, reduktita a partikuli extreme tenua, parfumizita, uzata por la karnaciono, la hari.		germana,angla,franca,rusa	DEFR	471	9	478	korektita
puero		Homo, kande lu evas inter 7 e 15 yari.		angla,franca,latina	EFL	471	12	478	korektita
pufo		Grosa tabureto cilindra, polsterizita, sen apogilo.		germana,angla,rusa	DER	471	14	478	korektita
pugno		La manuo kande klozita, do kun la fingri interklemanta.		angla,franca,italiana,hispana	EFIS	471	16	478	korektita
pulo		(Lor ludo per karti, biliardo, en la parii pri kavalkuri). Pario en qua la riskaji (pekunio) di omna ludanti esos tote por la ganonto.		angla,franca	EF	471	19	478	korektita
pulco	zool	Mikra insekto, parazito di la homo e di ula ani- mali, qua su nutras ek lia sango.	pulex irritans	franca,italiana,hispana	FIS	471	23	478	korektita,ordino-rompita
pulchinelo		I. Rolo komika, reprezentata kun du gibi (un dorse, un ventre), nazo hokatra e koloroza, kostumo tre precoza, e mi- maskilo nigra. ¶ II. (metaf.) Persono groteska, poke valoroza.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	471	26	478	korektita,ordino-rompita
pulio	tekn	Roto, ligna o metala, qua rotacas per axo, e pro- vizita ye lua cirklokurvo, ye ranuro en qua pasas kordo di qua la extremaji recevas : ica, la tiro-forco, ita la rezisto-forco multa-kaze, sur transmiso-pulio, rimeno remplasas la kordo, e la ranuri divenas neutila.		angla,franca,italiana,hispana	EFIS	471	31	478	korektita
pulikario	bot	Genero de kompozaji, tribuo de la radicei,	pulicaria	latina	L	471	37	478	ordino-rompita
pulmono	anat	Singla ek la du viceri sponjatra, qui esas in- tersimetre en la kavajo torakala, per qui agesas e la respiro, e la produkto di voco.		angla,franca,italiana,hispana	EFIS	471	40	478	korektita
pulmonario	bot	Nomo diplanti diversa qui aspektas, plu o min multe, quale pulmono.	pulmonaria			471	44	478	sen-lingui,ordino-rompita
pulmonito	patol	Inflamuro di la parenkimo di la pulmono.		franca,italiana,hispana	FIS	471	47	478	
pulpo		I. (bot.) Parto quaze-karna di ula frukti, legumi, e c. ¶ II. (farmacio).Pulpo pastigita por ula preparaji farmaciala.		germana,angla,franca,italiana,hispana	DEFIS	471	49	478	korektita
pulsar	trans	I. Diplasar per preso, stroko, shoko. ¶ II. (pri kordio).Pulsar sango per stroki iterata, sen-cesa.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	471	53	478	korektita
pultro		Ensemblo ek la uceli quin onu nutras ed edukas en farmo- domo, ruro-domo, korto por la animali domestika (hani,gansi, anadi, e c.)		angla	E	471	56	478	korektita
pulular	netrans	Kreskar (nombrale) abundege e rapide.		angla,franca,italiana,hispana	EFIS	472	2	479	korektita
pulvero		I. Substanco solida, medikamenta, reduktita a par- tikuli tre tenua. ¶ II. (milit-arto). Mixuro de sulfo, sal- petro e karbono, reduktita a partikuli tenua, qua, kande acendata, esas extreme exploziva - ed uzesas en la pafarmi por lansar projektili.		germana,angla,franca,italiana,hispana	DEFIS	472	5	479	korektita
pumao	zool	Mamifero karnavida, ek la familio "felidi", qua vivas sur la kontinento Amerika.	felix concolor	germana,angla,franca,italiana,rusa,hispana	DEFIRS	472	11	479	korektita
pumico	geol	Petro volkanala, poroza,lejera, uzata por frotar, polisar, e c.		angla,italiana,hispana	EIS	472	15	479	
pumpar	trans	Aspirar o pulsar (liquido, gaso) per aparato qua, ordinare, konsistas ye cilindro en qua su movas, rekta- linee ed alterne, pistono.		germana,angla,franca,italiana,hispana	DEFIS	472	18	479	
puncar	trans	Surpozar (quaze perforo-probe) marko konkava produktita per stalo-bloko kun, ye un ek lua extremaji pinta, graburo reliefa, e sur la altra extremajo di qua onu frapas per martelo. ¶ II. Perforar (bilieto kartona o papera) per pinco por igar lu nevalida.		germana,angla,franca,italiana,hispana	DEFIS	472	22	479	korektita
puncho		Drinkajo, mixuro ek aquo, od infuzuro de teo, kun brandio o rumo, citrono e sukro.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	472	28	479	
puncionar	trans	(kirurgio).Pikar kirurgiale por igar es- kapar liquido qua amaseskis aden kavajo di la korpo (kava- jo naturala od acidentala).		germana,angla,franca,italiana,hispana	DEFIS	472	31	479	
