vedetto	fako	senci	nomi_latina	simbolo_kemiala	lingui	kodo	pagino	ligno	imago	drapeli
quadrilo		(a) Trupo de kavalieri, dividita (ordinare) aden quar grupi, qua figurantesas en karuselo; (b) singla de ta grupi, distingita per kolori, per kostumi interdiferanta ¶ (a) Nombro para de dui de danseruli e de danserini qui figurantesas, ici regardante iti facie, en kontradanso; (b) la danso ipsa ¶ (teknol.) To quo reprezentas quadrato, rombo, ajuroza o sen-ajura, en la desegnuri di stofo, gipuro, pasmento, e c.			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	474	52	481	
quadriliono	aritm.	Mil bilioni. (1000.)					475	5	482	sen-lingua
quadriremo	navig.	Navo kun quar rangi de remeri, o kun quar remeri ye un remilo			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	475	7	482	
quago	zool.	Speco di zebro, nun desaparinta de la terglobo, qua vivis en la sud-regioni di Afrika : nur la duima parto (avana) di lua korpo esis blanke-strioza	hippotigris quagga				475	10	482	sen-lingua
quak!		Son-uno ne-akordanta, quan lasas eskapar acidente persono qua kantas o qua pleas langet-instrumento muzikala			Angla,Franca	EF	475	15	482	finalo-nekustumala
quakero	religio kristan.	Membro di sekto de teisti filantropa qui agnoskas revelo interna da Deo, e predikas la interfrateso di omna homi, e la paco universala			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	475	18	482	
quala		Vorto qua indikas la naturo (bona o mala) di ulu, di ulo. (korelativo di « tala » : tala...quala...)			Germana,Angla,Franca,Italiana,Hispana	DEFIS	475	22	482	
qualio	zool.	Ucelo migrera, ek la genero « perdriko », ma plu mikra kam perdriko	Tetrao coturnix				475	25	482	sen-lingua
qualifikar	trans.	Karakterizar per la atribuo di qualeso			Germana,Angla,Franca,Italiana,Hispana	DEFIS	475	28	482	
quankam		Konjunciono qua venigas la enunco di la obstaklo malgre qua ulo eventas			Latina	L	475	31	482	
quanta		Vorto qua indikas la grado di multeso. (korelativo di « tanta » : tanta... quanta...)			Germana,Angla,Franca,Italiana,Hispana	DEFIS	475	34	482	
quantika		Nombri quantika : Ensemblo ek la quar nombri qui definas la karakteri di singla ek la elektroni planeta di atomo			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	475	37	482	
quar		La cifro « 4 »			Angla,Franca,Italiana,Hispana	EFIS	475	41	482	
quaranteno		Sejorno quaradek-dia qua impozesas a la pasajinti, la vesti, la bagaji, la vari – sejorno sur la navo od en lazareto – qui arivas de lando ube prosperas morbo kontagiala			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	475	43	482	
quarco	mineral.	Silico pura		SiO	Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	475	48	482	
quarto		(muziko) Grado quaresma di la skalo diatonika ¶ (skerm.) La sorto quaresma di la parei : pareo per situar la karpo vers-extere, kun la manuo-palmo vers cielo e la spado-punto alte ¶ (karto-ludo) Eso, en manuo, di quar karti qui intersequas sen intermanko. (kom ex. : aso, rejulo, damo, pajo formacas quarto majora.) ¶ (navig.) (sur navo) Singla de la periodi quar-hora dum qui agesas la observo surveya			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	475	50	482	
quartana	patol.	Dicesas pri febro intermitanta qua riaparas singla-quardie			Germana,Angla,Franca,Italiana,Hispana	DEFIS	476	2	483	
quartero		Segmento administrala di urbo			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	476	5	483	
quartermastro	navig.	Grado unesma super olta di navano, che la navistari di la militistaro marala. (lu korespondas a la grado « kaporalo » di la militistaro terala)			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	476	7	483	
quarterono		Homo qua devenis de la kopulaco da pelblanko kun mestico			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	476	12	483	
quarteto	muziko	Muzikajo kompozita por quar voci o por quar instrumenti (du violini, alto e violoncelo) ¶ (en orkestro) Ensemblo ek la violini unesma e duesma, alti, violonceli (o kontrabasi) qui formacas quar parti			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	476	15	483	
quartiko	geom.	Kurvo di la klaso quaresma			Angla,Franca,Italiana,Hispana	EFIS	476	21	483	
quasio	bot.	Kortico de la arbusto L. quassia amara, detranchita aden mikra spani, qua saporas tre bitre, ed uzata en medicino kom tonigivo pos macereso (5 grami singla-litre), sive en tintivo alkoholoza			Germana,Angla,Franca,Italiana,Hispana	DEFIS	476	23	483	
quaternara		(matem.) En qua quar unaji simpla formacas unajo ek la klaso quaresma, e tale pluse ¶ (geol.) Strato quaternara : la maxim recenta ek la strati di formaceso sedimentala			Germana,Angla,Franca,Italiana,Hispana	DEFIS	476	28	483	
quaterniono	matem.	Nomo donita da Hamilton ad ula expresuri imaginara por qui lu kreis kalkulo-speco partikulara qua posibligas la solvo facila di la problemi qui koncernas la geometrio tri-dimensiona			Germana,Angla,Franca,Italiana,Hispana	DEFIS	476	33	483	
quatreno		Stanco, parto di soneto, o mikra poeziajo quar-versa			Germana,Angla,Franca,Italiana,Hispana	DEFIS	476	38	483	
quaza		Simila til ula grado, ma ne tote tala. (indikas nur semblo o simileso, e ke la du objekti interdiferas per nur poko)			Germana,Angla,Franca,Italiana,Hispana	DEFIS	476	41	483	
quecho	bot.	Sorto di grosa pruno oblonga, qua su reproduktas per semuro	prunus domestica		Franca	F	476	45	483	
querar	trans.	Serchar, komisite od intencante adportor od venigor			Franca,Italiana	FI	476	48	483	
quercitrono	bot.	Granda querko sempre-verda de la nordoregioni di Amerika, di qua la kortico donas materio tintala flava	quercus tinctoria		Germana,Angla,Franca,Italiana	DEFI	476	51	483	
querko	bot.	Granda arboro ek la klaso « amentacei », di qua la ligno, tre harda, esas un ek le maxim uzata por menuzo e karpento, e di qua la kortico, pulverigite, donas tano	quercus		Latina	L	477	2	484	
questar	trans.	Demandar, rekoltar, (pekunio) por verki karitatala o piesala			Franca,Italiana	FI	477	7	484	
questionar	trans., pri	Interpelar per demando di informivi por igar su savoza pri ulo			Angla,Franca,Italiana,Hispana	EFIS	477	10	484	
questoro		(en la epoki antiqua, en Roma) Oficiero qua administris financi publika ¶ (nun) La persono qua, en ula korporacioni, esas komisita por surveyar la uzo di la pekunio korporacionala			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	477	13	484	
qui	gram.	Pluralo di « qua »					477	18	484	sen-lingua
quieta		Di qua la psiko ne agitesas da angori			Angla,Franca,Italiana,Hispana	EFIS	477	20	484	
quik		Sen ajorno, tardeso (*retardeso) o fristo, mem minima			Angla	E	477	22	484	finalo-nekustumala
quilayo	bot.	Genero de rozacei, ek tri o quar speci de arbori, kun folii alternanta, flori dioika, qui kreskas en la sudoregioni di Amerika, e di qui la pulvero, obtenata de lia kortico, uzesas por netigar la linji sordida de makuli grasa	quillaja saponaria				477	25	484	sen-lingua
quino	bot.) (farmacio	Kortico kontre-febra, donata da la arbori exotika ek la genero « cinchona »			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	477	31	484	
quin		Pluralo di « quan »					477	34	484	finalo-nekustumala,sen-lingua
quinara	matem.	En qua kin unaji simpla formacas unajo ek la klaso kinesma			Germana,Angla,Franca,Italiana,Hispana	DEFIS	477	36	484	
quingo	bot.	Frukto flava, di qua la pulpo kontenas quaza stoneti, acerba ed astriktiva, – donata da arboro ek la familio « rozacei », kun folii di qui la suba facio aspektas kotonoza	cydonia				477	39	484	sen-lingua
quinino	kemio	Alkaloido de vejetanto, extraktita de quino		C₂₀H₂₄O₂N₂	Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	477	44	484	
quinkunco		Asemblitaro de objekti (ordinare : arbori) dispozita kinope : quar qui formacas la anguli di quadrato, ed un en la centro			Germana,Angla,Franca,Italiana	DEFI	477	47	484	
quinqua-		Prefixo ciencala : qua havas kin					477	51	484	sen-lingua
quinquagezimo	liturgio katol.	La kinadekesma dio ante la pasko-festo			Germana,Angla,Franca,Italiana,Hispana	DEFIS	477	53	484	
quinto		(muziko) Intervalo de kin noti intersequanta, la du extrema inkluzite. – Grado kinesma di la skalo diatonika ¶ (skerm.) Pareo simpla, qua korespondas a la engajo (adinterne) di la lineo alta			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	478	7	485	
quintalo	mezur-sistemo metrala	Maso 100-kilograma			Angla,Franca,Italiana,Hispana	EFIS	478	12	485	
quintana	patol.	Febro qua riaparas singla-kindie					478	14	485	sen-lingua
quintesenco		(a) (olim) Substanco eterala, egardata kom la elemento kinesma e maxim subtila. (b). (nun). La parto maxim subtila di substanco ¶ (metaf.) Lo maxim bona, maxim precoza, maxim perfekta			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	478	16	485	
quinteto		Muzikajo de kin parti koncertala			Germana,Angla,Franca,Italiana,Hispana	DEFIS	478	21	485	
quintiko	matem.	Kurvo di la klaso kinesma			Angla,Franca,Italiana,Hispana	EFIS	478	23	485	
quintiliono	matem.	Mil quadrilioni. (10³⁰)					478	25	485	sen-lingua
quiproquo		Eroro konseque de qua onu egardas kozo o persono kom altra			Germana,Angla,Franca,Italiana,Hispana	DEFIS	478	27	485	
quirito	che la Romani, antique	Civitano Romana qua rezidis en Roma, kontraste kun ti qui esis servanta en la armei			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	478	30	485	
quirlar	trans.	Batar (liquido, ovi, kremo) per vergo por mixar, igar augmentar volumine, spumifar, e c.			Germana,Angla	DE	478	34	485	
quita		Tote liberigata de obligeso pekuniala od etikala			Germana,Angla,Franca,Hispana	DEFS	478	37	485	
quo		Neutra formo di « qua »					478	40	485	sen-lingua
quociento	aritm.	Rezultajo de la divido da nombro per altra			Germana,Angla,Franca,Italiana,Hispana	DEFIS	478	42	485	
quodlibeto		Dico triviala, mokachanta, joko mala-mora, mala vorto-ludo			Franca	F	478	45	485	
*quoniam		Ta vorto indikas la motivo, la kauzo, la justifikivo; de la instanto kande onu agnoskas kom valida ke...			Latina	L	478	48	485	finalo-nekustumala
quoto		La parto di singlu en la repartiso di pekunio-quanto pagenda o recevenda da ensemblo de personi			Germana,Angla,Franca,Italiana,Hispana	DEFIS	478	51	485	
rabatar	trans., ek, de	(komerco) (aludante furnisisto) Grantar preco-diminuto a sua kompranto. Grantar konvencione (a kompranto) diminuto di la pekunio-quanto debata, kondicione ke ica pagesos ante la dato normala			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	479	12	486	
rabio	patol.	Morbo virulenta qua aparas spontane che la hundo (plu rare che la kato, la volfo, e c.), komunikebla per mordo da ta animali, e finas ye acesi hororinda di konvulsi, e ye morto. (morbo vinkita da Louis Pasteur)			Angla,Franca,Italiana,Hispana	EFIS	479	17	486	
rabino		Doktoro pri la lego religiala di la Judi ¶ Doktoro pri la kulto Judala, chefo di socio de Judi			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	479	22	486	
raboto	tekn.	Utensilo di menuzisto, cizelo ek stalo, muntita oblique interne di ligno-peco rektangula kavigita, qua lasas pasar la parto tranchiva; uzata por planigar, diminutar la areo di ligno-peco			Franca	F	479	25	486	
racemo		(biol.) Nomo ciencala di la grapo ¶ (kemio) Substanco qua ne efikas a la lumo polarigita, konsistanta ye kombinuro (kun molekuli inter-egala) di du inversaji optikala			Germana,Angla,Franca,Italiana,Hispana	DEFIS	479	30	486	
raciono		La povo dicernar la exaktaji : (a) la fakultato deskovrar lo exakta; (b)(filoz.) la fakultato konceptar la exaktaji absoluta			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	479	35	486	
rado		Parto de maro, qua penetras aden la tero ferma, e formacas quaza doko naturala ube la navi povas shirmar su			Germana,Franca,Italiana,Rusa,Hispana	DFIRS	479	39	486	
radiar	netrans.	(aludante lumo-sprici rekta) Lansesar quale dardo, de centro lumoza, diverge, omna-sinse ¶ (fiziko) Lansar kaloro-sprici ¶ (geom.) (pri rekti) Irar de la centro di cirklo a la cirklo-kurvo, a la surfaco di la sfero			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	479	42	486	
radiatoro	teknol.	Organo di ensemblo mekanikala, destinita ad eventigar la koldesko di liquido o di gaso uzata, en la ensemblo, kom vehilo di kaloro ¶ Hem-aparato uzata por varmigar la atmosfero di la chambri per fluido (aero, aquo, vaporo) qua uzesas kom vehilo di kaloro por transportar olca kelka-diste			Franca	F	479	48	486	
radiko		(bot.) La parto infra di vejetanto, ordinare sinkanta aden tero, ube lu su developas inversa-sinse di la stipo, e di qua la rolo esas fixigar la planto en sulo e pumpar la elementi de qui nutresas la planto. – Parto di organo (dento haro, pilo, unglo) per qua lu su enplantacas en altra parto ¶ (metaf.) (a) (gram.) Vorto primitiva, de qua derivesas altra vorti. (b)(matem.) Radiki di equaciono : quanti quin onu povas substitucar a la nekonocaji, kom satisfacanta egale la donaji di la equaciono. – Extraktar radiko, quadrata, kubala, di nombro : Trovar la nombro qua, multiplikite unople o duople ye su ipsa, donis ta nombro			Angla,Franca,Italiana,Hispana	EFIS	480	4	487	
radiografar	trans.	Fotografar la internajo di la homo-korpo per la X-radii (Roentgen-radii) – por skopi medicinala, kirurgiala, e c.			Angla,Franca,Italiana,Rusa,Hispana	EFIRS	480	16	487	
radiometro		Aparato uzata por mezurar la intenseso-grado di la lumo-radii			Angla,Franca,Italiana,Hispana	EFIS	480	20	487	
radioskopar	trans.) (medic.	Explorar la ombri quin produktas la X-radii (Roentgen-radii) sur skrino fluorecanta ek platino-cianuro di bario o di tungsteno			Angla,Franca,Italiana,Hispana	EFIS	480	23	487	
radirar	trans.	Grabar, facante la desegnuro per stal-instrumento stipeto-forma, kun punto tre akuta por povar trasar sur la varniso o la vaxo-strato linei tre dina e delikata			Germana	D	480	27	487	
radiumo	kemio	Elemento metala, tre skarsa, deskovrita en 1898 da Pierre e Marie Curie kun J. Bémont, en la rezidui barioza obtenita lor la trakto di pekblendo (oxido naturala di uranio)		Ra	Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	480	31	487	
radiuso	anat.	Ta, ek la du osti di la avanbrakio, qua esas sur la latero vers-extere			Angla,Franca,Hispana	EFS	480	36	487	
radotar	netrans., pri	Parolar nekonsequante, nekoherante, konseque de feblesko di la spirito			Angla,Franca	EF	480	39	487	
rafano	bot.	Speco di kruciferi, di la genero « cochlearia » : planto perena, kun grosa radiko pulpoza, blanka, qua (freshe raspita) povas remplasar mustardo	raphanus sativus		Italiana	I	480	42	487	
rafido	biol.	Kristali aguloforma quin onu observas en ula celuli di la animali o di la vejetanti					480	46	487	sen-lingua
rafinar	trans.	Igar plu pura per deprenar la substanci stranjera quin (lu) kontenas ¶ (metaf.) Igar plu delikata, plu subtila			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	480	49	487	
raflo	bot.	Vito-grapo de qua onu deprenis lua beri			Franca	F	480	53	487	
rafto		Asemblitaro de trabi (o de arbori abatita) interligita tale ke li formacas quaza planko-sulo flotaciva			Angla	E	480	55	487	
rago		Fragmento de stofo, telo, lano, e c., qua pendas, mi-lacerite, de olda vesto par-konsumita			Angla	E	480	58	487	
raguto	koquarto	Karno-peco preparita per sauco			Germana,Angla,Franca,Italiana	DEFI	481	3	488	
raitro	olim	Kavalo-soldato de Germania, qua militoservis en Francia			Germana,Franca,Italiana,Rusa,Hispana	DFIRS	481	5	488	
rajuntar	trans.	Irar por juntar su itere ad (ulu) de qua onu esas separita			Franca,Italiana,Hispana	FIS	481	8	488	
rakar	trans., de	Pasigar (liquido) de un vazo aden altra, cherpante sube (per robineto o sifono)			Angla	E	481	11	488	
rakahuto		Mixuro de fekulo, de glani dolca, de rizo-farino, de tuberkuli de ter-mandeli, sukrizita ed aromatizita			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	481	14	488	
raketo		Planketo manuo-tenebla, kun reto de tripo-kordi, uzata por sendar la baloneto, en la baloneto-ludo – la flugbalono, en la ludo di ta nomo			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	481	17	488	
rakito	patol.	Halto di la kresko, manifestata (multa-kaze) da deformeso di la spino			Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	481	21	488	
rakontar	trans., ad	Dicar (ad ulu) narace (ulo fingita) por amuzar			Angla,Franca,Italiana	EFI	481	24	488	
ralo	zool.	Genero de stiltieri, kun grandeso mezvalora, gambi pasable kurta ma tre-longa-fingra, tre apta pri kuro – vivanta en la plana landi ed en la marshi; fluganta tre poke; cirkulanta nur dum nokto; extreme karnavida	rallus		Germana,Angla,Franca,Italiana	DEFI	481	27	488	
raliar	trans.) (milit.	Asemblar sur batal-agro, la kombatanti qui esis dispersita			Germana,Angla,Franca	DEF	481	32	488	
ramo	bot.	Mikra brancho qua naskis de brancho precipua ¶ Subdividuro. (anat.) Subdividuro di la vaskuli, di la nervi. – (geol.) Masivo qua divergas de montaro, aden altra direciono. – (geneal.) Subdividuro di brancho di familio, di arboro genealogiala			Germana,Angla,Franca,Italiana,Hispana	DEFIS	481	35	488	
ramno	bot.	Arboreto di qua la beri (preske omna-kaze : nigra) esas purgiva, e di qua la kortico donas kolorizivo flava	rhamnus		Germana,Angla,Franca,Hispana	DEFS	481	41	488	
ramio	bot.	Planto qua donas materio texebla, qua devenis de Oriento	boehmeria		Germana,Angla,Franca,Hispana	DEFS	481	45	488	ordino-ruptita
rampo		Sur voyo, plano qua formacas angulo obliqua kun la horizontalo, e quan onu esas acensonta			Germana,Angla,Franca	DEF	481	48	488	
rano	zool.	Batrako sen-kauda qua vivas, prefere, apud aquo stagnanta, en la loki humida	rana		Italiana,Hispana	IS	481	51	488	
ranca		Dicesas pri korpo grasa (lardo, oleo, e c.) qua aquiris odoro kelke mala, e saporo akra			Germana,Angla,Franca,Italiana,Hispana	DEFIS	481	54	488	
rango		Singla de la linei sur qui kozi, o personi, qui intersucedas esas situita ¶ (a) En serio de personi, de kozi, la plaso qua apartenas a singla de li, avan o dop la ceteri. -b La plaso quan ulu okupas en la estimo da la cetera homi			Germana,Angla,Franca,Rusa	DEFR	482	2	489	
rankorar	netrans., ad, pro, pri	Memorar tenace la mala agi quin onu subisis de ulu			Angla,Franca,Italiana,Hispana	EFIS	482	8	489	
ransono		Preco postulata po la livro di milito-kaptito, di karcerano			Germana,Angla,Franca	DEF	482	11	489	
ranunkulo	bot.	Planto herbatra, di qua un speco, kun flori dazlante flava, esas vulgara en la prati	ranunculus		Germana,Angla,Franca,Italiana,Rusa,Hispana	DEFIRS	482	14	489	
ranuro	tekn.	Kanelo facita en ligno-bloko por uzesar kom kuliso o por recevar asemblo-peco			Franca,Hispana	FS	482	18	489	
rapo	bot.	Varietato di kaulo, kun radiko tre pulpoza e manjebla	rapa		Franca,Italiana,Rusa	FIR	482	21	489	
rapecar	trans.	Igar bona-standa itere (stofo) per pasigar interkruce fili en o sur la loko domajita (per truo, per lacereso partala)			Franca,Italiana	FI	482	24	489	
rapida		Qua parkuras multa spaco en poka tempo ¶ Qua agas o facas en poka tempo (to pri quo onu esas parolanta)			Germana,Angla,Franca,Italiana,Hispana	DEFIS	482	28	489	
